,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
ce13479abc03607b513430cdde88ed7b,train,deckard.base.experiment.Experiment,ce13479abc03607b513430cdde88ed7b,DDoS,cpu,ce13479abc03607b513430cdde88ed7b,ce13479abc03607b513430cdde88ed7b,k-Logistic,ce13479abc03607b513430cdde88ed7b,ce13479abc03607b513430cdde88ed7b,0.1825,28.23575954684368,cpu,1725754283.005247,1725754274.9131367,8.24939397,0.020623484925,cpu,1725754274.9129217,1725754274.639433,0.28072215,0.0140361075,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,400,20,deckard.base.files.FileConfig,data,bb3beefca13377b8dba11939878aa45b,.pkl,ddos,ce13479abc03607b513430cdde88ed7b,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,400,20,Label,10.683555542603203,,False,1,1000,Jaro,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0009497490349947,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c7263f43af3a226cc7323aa36d77011d,train,deckard.base.experiment.Experiment,c7263f43af3a226cc7323aa36d77011d,DDoS,cpu,c7263f43af3a226cc7323aa36d77011d,c7263f43af3a226cc7323aa36d77011d,k-Logistic,c7263f43af3a226cc7323aa36d77011d,c7263f43af3a226cc7323aa36d77011d,0.5,17.269388197455342,cpu,1725753888.2903876,1725753805.338738,90.02595627,0.225064890675,cpu,1725753805.338603,1725753802.7164605,2.66641984,0.133320992,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,20,deckard.base.files.FileConfig,data,df45166677a7bb0a6724436b1c3563c9,.pkl,ddos,c7263f43af3a226cc7323aa36d77011d,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,20,Label,0.1020982920839095,balanced,False,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0017336107149871,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c0a4464276f4a7e57ce24bbe7e4678c8,train,deckard.base.experiment.Experiment,c0a4464276f4a7e57ce24bbe7e4678c8,DDoS,cpu,c0a4464276f4a7e57ce24bbe7e4678c8,c0a4464276f4a7e57ce24bbe7e4678c8,k-Logistic,c0a4464276f4a7e57ce24bbe7e4678c8,c0a4464276f4a7e57ce24bbe7e4678c8,0.975,0.8634754068534943,cpu,1725754368.4014225,1725754360.6038702,8.0037329,0.02000933225,cpu,1725754360.6037228,1725754360.3562782,0.24799542,0.012399771,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,20,deckard.base.files.FileConfig,data,df45166677a7bb0a6724436b1c3563c9,.pkl,ddos,c0a4464276f4a7e57ce24bbe7e4678c8,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,20,Label,0.2002150717139693,,False,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0646676208156865,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
be7e3daea71327acbb8d24afcba23c3d,train,deckard.base.experiment.Experiment,be7e3daea71327acbb8d24afcba23c3d,DDoS,cpu,be7e3daea71327acbb8d24afcba23c3d,be7e3daea71327acbb8d24afcba23c3d,k-Logistic,be7e3daea71327acbb8d24afcba23c3d,be7e3daea71327acbb8d24afcba23c3d,0.0125,34.10743149372151,cpu,1725754357.6896508,1725754277.0223644,87.01875411,0.217546885275,cpu,1725754277.022239,1725754274.6200583,2.44348014,0.122174007,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1,True,True,400,20,deckard.base.files.FileConfig,data,a1ad486a4c075c5f5709387902eb959a,.pkl,ddos,be7e3daea71327acbb8d24afcba23c3d,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1,True,True,400,20,Label,110.2717300235228,,True,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0065586558483221,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
bdda7d82f26b8cb5268e5d73d3a9f47c,train,deckard.base.experiment.Experiment,bdda7d82f26b8cb5268e5d73d3a9f47c,DDoS,cpu,bdda7d82f26b8cb5268e5d73d3a9f47c,bdda7d82f26b8cb5268e5d73d3a9f47c,k-Logistic,bdda7d82f26b8cb5268e5d73d3a9f47c,bdda7d82f26b8cb5268e5d73d3a9f47c,0.805,6.735067393988309,cpu,1725754549.2708206,1725754540.9451506,8.49857327,0.021246433175,cpu,1725754540.945038,1725754540.6797144,0.26386981,0.0131934905,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,400,20,deckard.base.files.FileConfig,data,be3e5921be6ebe2012eac1144d20cd62,.pkl,ddos,bdda7d82f26b8cb5268e5d73d3a9f47c,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,400,20,Label,0.0065870559287948,balanced,False,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0156796045731805,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
bd461b583c714be84cb3cb90d89ee026,train,deckard.base.experiment.Experiment,bd461b583c714be84cb3cb90d89ee026,DDoS,cpu,bd461b583c714be84cb3cb90d89ee026,bd461b583c714be84cb3cb90d89ee026,k-Logistic,bd461b583c714be84cb3cb90d89ee026,bd461b583c714be84cb3cb90d89ee026,0.5,17.26978799617044,cpu,1725754461.651598,1725754452.8113048,9.21299235,0.023032480875,cpu,1725754452.8110096,1725754452.468295,0.34823761,0.0174118805,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1,True,True,400,20,deckard.base.files.FileConfig,data,a1ad486a4c075c5f5709387902eb959a,.pkl,ddos,bd461b583c714be84cb3cb90d89ee026,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1,True,True,400,20,Label,0.0050218751984617,balanced,True,1,1000,ZSTD,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0085016342952792,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
bacc04e13ec99cc5fb87c65026bbdbe4,train,deckard.base.experiment.Experiment,bacc04e13ec99cc5fb87c65026bbdbe4,DDoS,cpu,bacc04e13ec99cc5fb87c65026bbdbe4,bacc04e13ec99cc5fb87c65026bbdbe4,k-Logistic,bacc04e13ec99cc5fb87c65026bbdbe4,bacc04e13ec99cc5fb87c65026bbdbe4,0.43,19.68750034482061,cpu,1725754549.1631432,1725754540.9289122,8.40509979,0.021012749475,cpu,1725754540.928655,1725754540.665994,0.26135269,0.0130676345,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,9,True,True,400,20,deckard.base.files.FileConfig,data,cc4c200c01b6677a5dfa2f1e14851d10,.pkl,ddos,bacc04e13ec99cc5fb87c65026bbdbe4,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,9,True,True,400,20,Label,0.0051665884357478,balanced,False,1,1000,Jaro-Winkler,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0007312475649035,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b6d261a1bdf5e2562410efcc93ccddef,train,deckard.base.experiment.Experiment,b6d261a1bdf5e2562410efcc93ccddef,DDoS,cpu,b6d261a1bdf5e2562410efcc93ccddef,b6d261a1bdf5e2562410efcc93ccddef,k-Logistic,b6d261a1bdf5e2562410efcc93ccddef,b6d261a1bdf5e2562410efcc93ccddef,0.9275,2.504063287624601,cpu,1725754550.2883823,1725754541.057251,10.98870423,0.027471760575,cpu,1725754541.057106,1725754540.703107,0.3925644,0.01962822,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,400,20,deckard.base.files.FileConfig,data,ebb8d772b41dd3de755be176f802fecd,.pkl,ddos,b6d261a1bdf5e2562410efcc93ccddef,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,400,20,Label,0.0535769703150201,,True,1,1000,BZ2,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0577408777306256,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b5299e43621cd030ff0231d7fecac3e6,train,deckard.base.experiment.Experiment,b5299e43621cd030ff0231d7fecac3e6,DDoS,cpu,b5299e43621cd030ff0231d7fecac3e6,b5299e43621cd030ff0231d7fecac3e6,k-Logistic,b5299e43621cd030ff0231d7fecac3e6,b5299e43621cd030ff0231d7fecac3e6,0.8625,4.749191698946871,cpu,1725754461.7055492,1725754452.7938268,9.09270807,0.022731770175,cpu,1725754452.793711,1725754452.5032697,0.28890639,0.0144453195,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,9,True,True,400,20,deckard.base.files.FileConfig,data,cc4c200c01b6677a5dfa2f1e14851d10,.pkl,ddos,b5299e43621cd030ff0231d7fecac3e6,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,9,True,True,400,20,Label,0.0111968882670542,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0016016320510047,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b287b4e15af7ddcee463cffc3f882777,train,deckard.base.experiment.Experiment,b287b4e15af7ddcee463cffc3f882777,DDoS,cpu,b287b4e15af7ddcee463cffc3f882777,b287b4e15af7ddcee463cffc3f882777,k-Logistic,b287b4e15af7ddcee463cffc3f882777,b287b4e15af7ddcee463cffc3f882777,0.3775,21.500746125681907,cpu,1725754195.326801,1725754187.0356607,8.4499658,0.0211249145,cpu,1725754187.0355356,1725754186.7612343,0.28472306,0.014236153,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,400,20,deckard.base.files.FileConfig,data,f0588d372f4af93080b2cf05136f6106,.pkl,ddos,b287b4e15af7ddcee463cffc3f882777,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,400,20,Label,34.655788305910875,balanced,True,1,1000,Ratio,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,4.052904955549873e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
d7639cc8dd8900139d2ac721ef25c5fc,train,deckard.base.experiment.Experiment,d7639cc8dd8900139d2ac721ef25c5fc,DDoS,cpu,d7639cc8dd8900139d2ac721ef25c5fc,d7639cc8dd8900139d2ac721ef25c5fc,k-Logistic,d7639cc8dd8900139d2ac721ef25c5fc,d7639cc8dd8900139d2ac721ef25c5fc,0.5,17.269388197455342,cpu,1725754196.8103504,1725754187.1344678,11.46623507,0.028665587675,cpu,1725754187.1341765,1725754186.7820156,0.3943581,0.019717905,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,9,True,True,400,20,deckard.base.files.FileConfig,data,cc4c200c01b6677a5dfa2f1e14851d10,.pkl,ddos,d7639cc8dd8900139d2ac721ef25c5fc,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,9,True,True,400,20,Label,0.2239724055501016,balanced,False,1,1000,BZ2,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0446232757996719,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
7e41f986b806394ea1bdca5f1186cf56,train,deckard.base.experiment.Experiment,7e41f986b806394ea1bdca5f1186cf56,DDoS,cpu,7e41f986b806394ea1bdca5f1186cf56,7e41f986b806394ea1bdca5f1186cf56,k-Logistic,7e41f986b806394ea1bdca5f1186cf56,7e41f986b806394ea1bdca5f1186cf56,0.5,17.269388197455342,cpu,1725754195.539996,1725754187.0672512,8.64551571,0.021613789275,cpu,1725754187.0669734,1725754186.791273,0.2728946,0.01364473,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2,True,True,400,20,deckard.base.files.FileConfig,data,ca7af303f5e7ee74339346e20cc32be1,.pkl,ddos,7e41f986b806394ea1bdca5f1186cf56,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2,True,True,400,20,Label,1.4528114409191786,balanced,True,1,1000,Jaro,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0014779544134708,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
7c83600fed55381b161b0cae220adbaa,train,deckard.base.experiment.Experiment,7c83600fed55381b161b0cae220adbaa,DDoS,cpu,7c83600fed55381b161b0cae220adbaa,7c83600fed55381b161b0cae220adbaa,k-Logistic,7c83600fed55381b161b0cae220adbaa,7c83600fed55381b161b0cae220adbaa,0.69,10.707020682422312,cpu,1725754025.292213,1725754005.898388,22.18501441,0.055462536025,cpu,1725754005.8982172,1725754005.1826634,0.79282461,0.0396412305,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,400,20,deckard.base.files.FileConfig,data,be3e5921be6ebe2012eac1144d20cd62,.pkl,ddos,7c83600fed55381b161b0cae220adbaa,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,400,20,Label,0.1525392795837933,,False,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0946276719761218,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
7c03e56f3213fa71c112ce604f506f6a,train,deckard.base.experiment.Experiment,7c03e56f3213fa71c112ce604f506f6a,DDoS,cpu,7c03e56f3213fa71c112ce604f506f6a,7c03e56f3213fa71c112ce604f506f6a,k-Logistic,7c03e56f3213fa71c112ce604f506f6a,7c03e56f3213fa71c112ce604f506f6a,0.2575,25.645383301122592,cpu,1725753982.2460074,1725753898.066008,90.08233883,0.225205847075,cpu,1725753898.0659354,1725753895.380602,2.74502747,0.1372513735,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,400,20,deckard.base.files.FileConfig,data,f0588d372f4af93080b2cf05136f6106,.pkl,ddos,7c03e56f3213fa71c112ce604f506f6a,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,400,20,Label,178.9612381898421,balanced,True,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0160364094544318,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
3ccddb966834797eb1b81689408a686b,train,deckard.base.experiment.Experiment,3ccddb966834797eb1b81689408a686b,DDoS,cpu,3ccddb966834797eb1b81689408a686b,3ccddb966834797eb1b81689408a686b,k-Logistic,3ccddb966834797eb1b81689408a686b,3ccddb966834797eb1b81689408a686b,0.6125,13.383835822835154,cpu,1725754554.49037,1725754545.5619926,9.58078553,0.023951963825,cpu,1725754545.5618663,1725754545.2189553,0.36290245,0.0181451225,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,400,20,deckard.base.files.FileConfig,data,9a79ea64ae5fe726254c3f3ec9e20f73,.pkl,ddos,3ccddb966834797eb1b81689408a686b,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,400,20,Label,1.542531193075129,,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.000101199707024,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
3a7dc2a9a39d6ec55ac2e61dd27304a3,train,deckard.base.experiment.Experiment,3a7dc2a9a39d6ec55ac2e61dd27304a3,DDoS,cpu,3a7dc2a9a39d6ec55ac2e61dd27304a3,3a7dc2a9a39d6ec55ac2e61dd27304a3,k-Logistic,3a7dc2a9a39d6ec55ac2e61dd27304a3,3a7dc2a9a39d6ec55ac2e61dd27304a3,0.5,17.269388197455342,cpu,1725754462.1387208,1725754452.8507388,9.87488804,0.0246872201,cpu,1725754452.8506184,1725754452.509992,0.3595009,0.017975045,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,20,deckard.base.files.FileConfig,data,df45166677a7bb0a6724436b1c3563c9,.pkl,ddos,3a7dc2a9a39d6ec55ac2e61dd27304a3,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,20,Label,0.0014054473537049,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0049117841297018,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
39583659b66a07109e1f7adddca6bde6,train,deckard.base.experiment.Experiment,39583659b66a07109e1f7adddca6bde6,DDoS,cpu,39583659b66a07109e1f7adddca6bde6,39583659b66a07109e1f7adddca6bde6,k-Logistic,39583659b66a07109e1f7adddca6bde6,39583659b66a07109e1f7adddca6bde6,0.01,34.19378842967667,cpu,1725753811.6911433,1725753803.0081367,8.85879073,0.022146976825,cpu,1725753803.007985,1725753802.7161443,0.29775434,0.014887717,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1,True,True,400,20,deckard.base.files.FileConfig,data,a1ad486a4c075c5f5709387902eb959a,.pkl,ddos,39583659b66a07109e1f7adddca6bde6,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1,True,True,400,20,Label,1.0310934118181083,balanced,True,1,1000,Ratio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0007155020782352,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
2f3da691aeada3608fa4e62deeb128b8,train,deckard.base.experiment.Experiment,2f3da691aeada3608fa4e62deeb128b8,DDoS,cpu,2f3da691aeada3608fa4e62deeb128b8,2f3da691aeada3608fa4e62deeb128b8,k-Logistic,2f3da691aeada3608fa4e62deeb128b8,2f3da691aeada3608fa4e62deeb128b8,0.8425,5.439881270121338,cpu,1725754283.724392,1725754274.9377415,9.30154261,0.023253856525,cpu,1725754274.9376264,1725754274.597642,0.34581588,0.017290794,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,400,20,deckard.base.files.FileConfig,data,be3e5921be6ebe2012eac1144d20cd62,.pkl,ddos,2f3da691aeada3608fa4e62deeb128b8,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,400,20,Label,6.186669646257201,,True,1,1000,ZSTD,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0014597512468752,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
293e160a63d9a0a4a113538c23793563,train,deckard.base.experiment.Experiment,293e160a63d9a0a4a113538c23793563,DDoS,cpu,293e160a63d9a0a4a113538c23793563,293e160a63d9a0a4a113538c23793563,k-Logistic,293e160a63d9a0a4a113538c23793563,293e160a63d9a0a4a113538c23793563,0.905,3.2811877555036664,cpu,1725754373.8811784,1725754365.126542,9.40231108,0.0235057777,cpu,1725754365.1263793,1725754364.7975764,0.35893931,0.0179469655,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,400,20,deckard.base.files.FileConfig,data,be3e5921be6ebe2012eac1144d20cd62,.pkl,ddos,293e160a63d9a0a4a113538c23793563,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,400,20,Label,409.0886605565603,balanced,True,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002136529700891,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
28bfe3019510f2e65443a79fbe75c300,train,deckard.base.experiment.Experiment,28bfe3019510f2e65443a79fbe75c300,DDoS,cpu,28bfe3019510f2e65443a79fbe75c300,28bfe3019510f2e65443a79fbe75c300,k-Logistic,28bfe3019510f2e65443a79fbe75c300,28bfe3019510f2e65443a79fbe75c300,0.9175,2.849515019368123,cpu,1725753998.0550482,1725753989.6510017,8.57818188,0.0214454547,cpu,1725753989.6507063,1725753989.3494043,0.30439675,0.0152198375,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1,True,True,400,20,deckard.base.files.FileConfig,data,a1ad486a4c075c5f5709387902eb959a,.pkl,ddos,28bfe3019510f2e65443a79fbe75c300,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1,True,True,400,20,Label,3.688100205794121,,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.473502544950942e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
24b852a175abe4d68240c6f790074050,train,deckard.base.experiment.Experiment,24b852a175abe4d68240c6f790074050,DDoS,cpu,24b852a175abe4d68240c6f790074050,24b852a175abe4d68240c6f790074050,k-Logistic,24b852a175abe4d68240c6f790074050,24b852a175abe4d68240c6f790074050,0.9425,1.986025619559601,cpu,1725754368.8204696,1725754360.745684,8.26318364,0.0206579591,cpu,1725754360.7454052,1725754360.4971416,0.25165518,0.012582759,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,400,20,deckard.base.files.FileConfig,data,f0588d372f4af93080b2cf05136f6106,.pkl,ddos,24b852a175abe4d68240c6f790074050,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,400,20,Label,16.244572844444036,,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.9888640116278383e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
23f3c55924189781b330e329195443fc,train,deckard.base.experiment.Experiment,23f3c55924189781b330e329195443fc,DDoS,cpu,23f3c55924189781b330e329195443fc,23f3c55924189781b330e329195443fc,k-Logistic,23f3c55924189781b330e329195443fc,23f3c55924189781b330e329195443fc,0.7875,7.339489983918521,cpu,1725754713.003512,1725754693.536774,22.55725892,0.0563931473,cpu,1725754693.536515,1725754692.824273,0.80192542,0.040096271,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,400,20,deckard.base.files.FileConfig,data,bb3beefca13377b8dba11939878aa45b,.pkl,ddos,23f3c55924189781b330e329195443fc,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,400,20,Label,4.419067981927672,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0003388341029083,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
233c6b36046dd4671268b4fbfd1bcecd,train,deckard.base.experiment.Experiment,233c6b36046dd4671268b4fbfd1bcecd,DDoS,cpu,233c6b36046dd4671268b4fbfd1bcecd,233c6b36046dd4671268b4fbfd1bcecd,k-Logistic,233c6b36046dd4671268b4fbfd1bcecd,233c6b36046dd4671268b4fbfd1bcecd,0.1375,29.790020476563267,cpu,1725754685.6409187,1725754603.637313,88.12999232,0.2203249808,cpu,1725754603.6370978,1725754601.012963,2.67286705,0.1336433525,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,400,20,deckard.base.files.FileConfig,data,be3e5921be6ebe2012eac1144d20cd62,.pkl,ddos,233c6b36046dd4671268b4fbfd1bcecd,predictions.json,reports/modified//gzip_logistic/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,400,20,Label,175.40336872745584,balanced,False,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.8023697959134077e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
