,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
20,2cd448f28336e332c650dcc43f9b0861,train,deckard.base.experiment.Experiment,2cd448f28336e332c650dcc43f9b0861,ddos,cpu,2cd448f28336e332c650dcc43f9b0861,2cd448f28336e332c650dcc43f9b0861,GzipLogisticRegressor,2cd448f28336e332c650dcc43f9b0861,2cd448f28336e332c650dcc43f9b0861,0.5,17.26938819885254,cpu,1709326296.937992,1709326286.113884,11.172383745,0.11172383745,cpu,1709326286.1136904,1709326277.314015,9.269924236,0.09269924236,ddos/reports/gzip_logistic/100-0/train/2cd448f28336e332c650dcc43f9b0861/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,2cd448f28336e332c650dcc43f9b0861,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
21,2eb7850a733b113123663495493443c7,train,deckard.base.experiment.Experiment,2eb7850a733b113123663495493443c7,ddos,cpu,2eb7850a733b113123663495493443c7,2eb7850a733b113123663495493443c7,GzipLogisticRegressor,2eb7850a733b113123663495493443c7,2eb7850a733b113123663495493443c7,0.78,7.598530807495117,cpu,1709326629.645483,1709326607.8615935,24.871642812,0.24871642812,cpu,1709326607.8615198,1709326577.7115824,33.975466708,0.33975466708,ddos/reports/gzip_logistic/100-0/train/2eb7850a733b113123663495493443c7/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,2eb7850a733b113123663495493443c7,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
22,32987d70beea9a9300758dd64e879568,train,deckard.base.experiment.Experiment,32987d70beea9a9300758dd64e879568,ddos,cpu,32987d70beea9a9300758dd64e879568,32987d70beea9a9300758dd64e879568,GzipLogisticRegressor,32987d70beea9a9300758dd64e879568,32987d70beea9a9300758dd64e879568,0.5,17.26938819885254,cpu,1709326534.0749214,1709326523.5439615,10.85060807,0.1085060807,cpu,1709326523.5438278,1709326512.0887449,11.782687208,0.11782687208,ddos/reports/gzip_logistic/100-0/train/32987d70beea9a9300758dd64e879568/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,32987d70beea9a9300758dd64e879568,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
23,368256d4da6ec68181e6cafbd63800e3,train,deckard.base.experiment.Experiment,368256d4da6ec68181e6cafbd63800e3,ddos,cpu,368256d4da6ec68181e6cafbd63800e3,368256d4da6ec68181e6cafbd63800e3,GzipLogisticRegressor,368256d4da6ec68181e6cafbd63800e3,368256d4da6ec68181e6cafbd63800e3,0.5,17.26938819885254,cpu,1709327239.1826837,1709327230.2335677,9.214716228,0.09214716228,cpu,1709327230.233407,1709327222.071269,8.495036613,0.08495036613,ddos/reports/gzip_logistic/100-0/train/368256d4da6ec68181e6cafbd63800e3/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,368256d4da6ec68181e6cafbd63800e3,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,10.0,deckard.base.model.ModelInitializer,,False,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
24,3b4fc73f0d94da0a07e91b02fcc31409,train,deckard.base.experiment.Experiment,3b4fc73f0d94da0a07e91b02fcc31409,ddos,cpu,3b4fc73f0d94da0a07e91b02fcc31409,3b4fc73f0d94da0a07e91b02fcc31409,GzipLogisticRegressor,3b4fc73f0d94da0a07e91b02fcc31409,3b4fc73f0d94da0a07e91b02fcc31409,0.79,7.253143043518066,cpu,1709326861.3266098,1709326841.7733028,22.638033101,0.22638033101,cpu,1709326841.7731872,1709326813.195425,32.291599732,0.32291599732,ddos/reports/gzip_logistic/100-0/train/3b4fc73f0d94da0a07e91b02fcc31409/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,3b4fc73f0d94da0a07e91b02fcc31409,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.1,deckard.base.model.ModelInitializer,,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
25,3bc70b83d5581c2bba665285f9ec415f,train,deckard.base.experiment.Experiment,3bc70b83d5581c2bba665285f9ec415f,ddos,cpu,3bc70b83d5581c2bba665285f9ec415f,3bc70b83d5581c2bba665285f9ec415f,GzipLogisticRegressor,3bc70b83d5581c2bba665285f9ec415f,3bc70b83d5581c2bba665285f9ec415f,0.5,17.26938819885254,cpu,1709326833.4003649,1709326822.3346963,13.27626323,0.1327626323,cpu,1709326822.334567,1709326813.2222693,10.398355571,0.10398355571,ddos/reports/gzip_logistic/100-0/train/3bc70b83d5581c2bba665285f9ec415f/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,3bc70b83d5581c2bba665285f9ec415f,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
26,4173487c9e54f27009dac10cd7455073,train,deckard.base.experiment.Experiment,4173487c9e54f27009dac10cd7455073,ddos,cpu,4173487c9e54f27009dac10cd7455073,4173487c9e54f27009dac10cd7455073,GzipLogisticRegressor,4173487c9e54f27009dac10cd7455073,4173487c9e54f27009dac10cd7455073,0.5,17.26938819885254,cpu,1709327239.320325,1709327230.1309867,9.396023484,0.09396023484,cpu,1709327230.1307094,1709327221.83044,8.683753283,0.08683753283,ddos/reports/gzip_logistic/100-0/train/4173487c9e54f27009dac10cd7455073/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,4173487c9e54f27009dac10cd7455073,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
27,49d3e14b09e155fc6a94628f824f0471,train,deckard.base.experiment.Experiment,49d3e14b09e155fc6a94628f824f0471,ddos,cpu,49d3e14b09e155fc6a94628f824f0471,49d3e14b09e155fc6a94628f824f0471,GzipLogisticRegressor,49d3e14b09e155fc6a94628f824f0471,49d3e14b09e155fc6a94628f824f0471,1.0,0.0,cpu,1709327064.191827,1709327053.9442987,10.544568391,0.10544568391,cpu,1709327053.944193,1709327043.0944617,11.228699075,0.11228699075,ddos/reports/gzip_logistic/100-0/train/49d3e14b09e155fc6a94628f824f0471/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,49d3e14b09e155fc6a94628f824f0471,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,100.0,deckard.base.model.ModelInitializer,,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
28,4a381e74c031113802ead9628260d00c,train,deckard.base.experiment.Experiment,4a381e74c031113802ead9628260d00c,ddos,cpu,4a381e74c031113802ead9628260d00c,4a381e74c031113802ead9628260d00c,GzipLogisticRegressor,4a381e74c031113802ead9628260d00c,4a381e74c031113802ead9628260d00c,0.5,17.26938819885254,cpu,1709326533.7241075,1709326523.170779,10.877697768,0.10877697768,cpu,1709326523.1705494,1709326511.967201,11.611865824,0.11611865824,ddos/reports/gzip_logistic/100-0/train/4a381e74c031113802ead9628260d00c/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,4a381e74c031113802ead9628260d00c,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
29,4a3ca97970f8efc2ccbfc6054776c0dd,train,deckard.base.experiment.Experiment,4a3ca97970f8efc2ccbfc6054776c0dd,ddos,cpu,4a3ca97970f8efc2ccbfc6054776c0dd,4a3ca97970f8efc2ccbfc6054776c0dd,GzipLogisticRegressor,4a3ca97970f8efc2ccbfc6054776c0dd,4a3ca97970f8efc2ccbfc6054776c0dd,0.5,17.26938819885254,cpu,1709326245.5358765,1709326234.3367867,11.595851623,0.11595851623,cpu,1709326234.3366284,1709326224.33272,10.446640585,0.10446640585,ddos/reports/gzip_logistic/100-0/train/4a3ca97970f8efc2ccbfc6054776c0dd/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,4a3ca97970f8efc2ccbfc6054776c0dd,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
30,4ac53092cfe40b3b84160ed1b560af05,train,deckard.base.experiment.Experiment,4ac53092cfe40b3b84160ed1b560af05,ddos,cpu,4ac53092cfe40b3b84160ed1b560af05,4ac53092cfe40b3b84160ed1b560af05,GzipLogisticRegressor,4ac53092cfe40b3b84160ed1b560af05,4ac53092cfe40b3b84160ed1b560af05,1.0,0.0,cpu,1709327013.4033074,1709327002.7575428,10.971110795,0.10971110795,cpu,1709327002.7573016,1709326991.7982054,11.338861094,0.11338861094,ddos/reports/gzip_logistic/100-0/train/4ac53092cfe40b3b84160ed1b560af05/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,4ac53092cfe40b3b84160ed1b560af05,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
31,4bb34e5f3b35f55745a734c7f771e17d,train,deckard.base.experiment.Experiment,4bb34e5f3b35f55745a734c7f771e17d,ddos,cpu,4bb34e5f3b35f55745a734c7f771e17d,4bb34e5f3b35f55745a734c7f771e17d,GzipLogisticRegressor,4bb34e5f3b35f55745a734c7f771e17d,4bb34e5f3b35f55745a734c7f771e17d,0.5,17.26938819885254,cpu,1709326298.008993,1709326286.292915,12.265642756,0.12265642756,cpu,1709326286.2927182,1709326277.0686738,9.853413754,0.09853413754,ddos/reports/gzip_logistic/100-0/train/4bb34e5f3b35f55745a734c7f771e17d/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,4bb34e5f3b35f55745a734c7f771e17d,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
32,4f0729d26b92088119d17a23e399d2cb,train,deckard.base.experiment.Experiment,4f0729d26b92088119d17a23e399d2cb,ddos,cpu,4f0729d26b92088119d17a23e399d2cb,4f0729d26b92088119d17a23e399d2cb,GzipLogisticRegressor,4f0729d26b92088119d17a23e399d2cb,4f0729d26b92088119d17a23e399d2cb,0.63,12.77934726715088,cpu,1709326298.795391,1709326288.4428072,10.642332961,0.10642332961,cpu,1709326288.442581,1709326277.361254,11.462873635,0.11462873635,ddos/reports/gzip_logistic/100-0/train/4f0729d26b92088119d17a23e399d2cb/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,4f0729d26b92088119d17a23e399d2cb,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
33,53d949fb1f5e33b5714b1a40f3c1c5d0,train,deckard.base.experiment.Experiment,53d949fb1f5e33b5714b1a40f3c1c5d0,ddos,cpu,53d949fb1f5e33b5714b1a40f3c1c5d0,53d949fb1f5e33b5714b1a40f3c1c5d0,GzipLogisticRegressor,53d949fb1f5e33b5714b1a40f3c1c5d0,53d949fb1f5e33b5714b1a40f3c1c5d0,0.77,7.943918571472168,cpu,1709327243.1239588,1709327233.246279,11.718818881,0.11718818881,cpu,1709327233.2460914,1709327222.062877,13.310150007,0.13310150007,ddos/reports/gzip_logistic/100-0/train/53d949fb1f5e33b5714b1a40f3c1c5d0/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,53d949fb1f5e33b5714b1a40f3c1c5d0,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
34,5440a72f554538e9e3c789ef46c87479,train,deckard.base.experiment.Experiment,5440a72f554538e9e3c789ef46c87479,ddos,cpu,5440a72f554538e9e3c789ef46c87479,5440a72f554538e9e3c789ef46c87479,GzipLogisticRegressor,5440a72f554538e9e3c789ef46c87479,5440a72f554538e9e3c789ef46c87479,0.5,17.26938819885254,cpu,1709327012.588372,1709327002.173204,10.711837519,0.10711837519,cpu,1709327002.172998,1709326991.81586,10.670181026,0.10670181026,ddos/reports/gzip_logistic/100-0/train/5440a72f554538e9e3c789ef46c87479/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,5440a72f554538e9e3c789ef46c87479,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
35,5518d843308be8d3d282cc604b20ebef,train,deckard.base.experiment.Experiment,5518d843308be8d3d282cc604b20ebef,ddos,cpu,5518d843308be8d3d282cc604b20ebef,5518d843308be8d3d282cc604b20ebef,GzipLogisticRegressor,5518d843308be8d3d282cc604b20ebef,5518d843308be8d3d282cc604b20ebef,0.76,8.289306335449218,cpu,1709326246.7439592,1709326235.811475,11.291150779,0.11291150779,cpu,1709326235.8113625,1709326224.091899,12.160881287,0.12160881287,ddos/reports/gzip_logistic/100-0/train/5518d843308be8d3d282cc604b20ebef/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,5518d843308be8d3d282cc604b20ebef,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,,False,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
37,56e586bf698de17124ba76dd9fb8e3ca,train,deckard.base.experiment.Experiment,56e586bf698de17124ba76dd9fb8e3ca,ddos,cpu,56e586bf698de17124ba76dd9fb8e3ca,56e586bf698de17124ba76dd9fb8e3ca,GzipLogisticRegressor,56e586bf698de17124ba76dd9fb8e3ca,56e586bf698de17124ba76dd9fb8e3ca,0.5,17.26938819885254,cpu,1709327012.4896677,1709327000.6061475,12.58398529,0.1258398529,cpu,1709327000.6058114,1709326991.793255,9.410443112,0.09410443112,ddos/reports/gzip_logistic/100-0/train/56e586bf698de17124ba76dd9fb8e3ca/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,56e586bf698de17124ba76dd9fb8e3ca,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
