,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,data._target_,data.name,data.target,data.sample._target_,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample._target_,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
376,f0ddf871b7133d172bfb52e1aaa09ed0,train,deckard.base.experiment.Experiment,f0ddf871b7133d172bfb52e1aaa09ed0,kdd_nsl,cpu,f0ddf871b7133d172bfb52e1aaa09ed0,f0ddf871b7133d172bfb52e1aaa09ed0,GzipLogisticRegressor,f0ddf871b7133d172bfb52e1aaa09ed0,f0ddf871b7133d172bfb52e1aaa09ed0,0.53,16.233224906921386,cpu,1709372928.5318978,1709372918.5558703,11.398738482,0.05699369241,cpu,1709372918.5551186,1709372904.471835,16.054150349,0.080270751745,kdd_nsl/reports/gzip_logistic/200-0/train/f0ddf871b7133d172bfb52e1aaa09ed0/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,f0ddf871b7133d172bfb52e1aaa09ed0,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,100.0,deckard.base.model.ModelInitializer,,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
377,f21de0614b92eec3a97b0ed43c2c4730,train,deckard.base.experiment.Experiment,f21de0614b92eec3a97b0ed43c2c4730,kdd_nsl,cpu,f21de0614b92eec3a97b0ed43c2c4730,f21de0614b92eec3a97b0ed43c2c4730,GzipLogisticRegressor,f21de0614b92eec3a97b0ed43c2c4730,f21de0614b92eec3a97b0ed43c2c4730,0.53,16.233224906921386,cpu,1709374014.9883344,1709374006.818724,8.363408916,0.04181704458,cpu,1709374006.8183234,1709373994.381502,13.100915298,0.06550457649,kdd_nsl/reports/gzip_logistic/200-0/train/f21de0614b92eec3a97b0ed43c2c4730/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,f21de0614b92eec3a97b0ed43c2c4730,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,10.0,deckard.base.model.ModelInitializer,,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
378,f4078d842a1eb60f6754dfb72753beec,train,deckard.base.experiment.Experiment,f4078d842a1eb60f6754dfb72753beec,kdd_nsl,cpu,f4078d842a1eb60f6754dfb72753beec,f4078d842a1eb60f6754dfb72753beec,GzipLogisticRegressor,f4078d842a1eb60f6754dfb72753beec,f4078d842a1eb60f6754dfb72753beec,0.53,16.233224906921386,cpu,1709372246.9312243,1709372238.767445,8.356523445,0.041782617225,cpu,1709372238.767337,1709372222.322595,16.823148794,0.08411574397,kdd_nsl/reports/gzip_logistic/200-0/train/f4078d842a1eb60f6754dfb72753beec/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,f4078d842a1eb60f6754dfb72753beec,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,0.01,deckard.base.model.ModelInitializer,,False,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
379,fb50a13ab7688e8a1c7b9ee5bb50fc61,train,deckard.base.experiment.Experiment,fb50a13ab7688e8a1c7b9ee5bb50fc61,kdd_nsl,cpu,fb50a13ab7688e8a1c7b9ee5bb50fc61,fb50a13ab7688e8a1c7b9ee5bb50fc61,GzipLogisticRegressor,fb50a13ab7688e8a1c7b9ee5bb50fc61,fb50a13ab7688e8a1c7b9ee5bb50fc61,0.53,16.233224906921386,cpu,1709373516.520605,1709373493.5854044,23.443991676,0.11721995838,cpu,1709373493.58507,1709373463.220366,31.124351317,0.155621756585,kdd_nsl/reports/gzip_logistic/200-0/train/fb50a13ab7688e8a1c7b9ee5bb50fc61/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,fb50a13ab7688e8a1c7b9ee5bb50fc61,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
380,fbcddf3e5fe37ee93de1a58b659ad2e9,train,deckard.base.experiment.Experiment,fbcddf3e5fe37ee93de1a58b659ad2e9,kdd_nsl,cpu,fbcddf3e5fe37ee93de1a58b659ad2e9,fbcddf3e5fe37ee93de1a58b659ad2e9,GzipLogisticRegressor,fbcddf3e5fe37ee93de1a58b659ad2e9,fbcddf3e5fe37ee93de1a58b659ad2e9,0.53,16.233224906921386,cpu,1709373192.301066,1709373182.2184496,11.514485521,0.057572427605,cpu,1709373182.2181742,1709373168.2429311,15.908494512,0.07954247256,kdd_nsl/reports/gzip_logistic/200-0/train/fbcddf3e5fe37ee93de1a58b659ad2e9/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,fbcddf3e5fe37ee93de1a58b659ad2e9,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,1.0,deckard.base.model.ModelInitializer,,False,-1,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
381,fce87211e4735b1b340f1e605ac0ee4f,train,deckard.base.experiment.Experiment,fce87211e4735b1b340f1e605ac0ee4f,kdd_nsl,cpu,fce87211e4735b1b340f1e605ac0ee4f,fce87211e4735b1b340f1e605ac0ee4f,GzipLogisticRegressor,fce87211e4735b1b340f1e605ac0ee4f,fce87211e4735b1b340f1e605ac0ee4f,0.47,18.30555149078369,cpu,1709371820.8146527,1709371797.7999208,23.529611151,0.117648055755,cpu,1709371797.7993765,1709371767.2527533,31.334623373,0.156673116865,kdd_nsl/reports/gzip_logistic/200-0/train/fce87211e4735b1b340f1e605ac0ee4f/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,fce87211e4735b1b340f1e605ac0ee4f,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
382,044c5951dd9e6335ca7f0fe1bb540e84,train,deckard.base.experiment.Experiment,044c5951dd9e6335ca7f0fe1bb540e84,kdd_nsl,cpu,044c5951dd9e6335ca7f0fe1bb540e84,044c5951dd9e6335ca7f0fe1bb540e84,GzipLogisticRegressor,044c5951dd9e6335ca7f0fe1bb540e84,044c5951dd9e6335ca7f0fe1bb540e84,0.94,2.0723265838623046,cpu,1709581350.473794,1709581335.2221026,16.137926629,0.0537930887633333,cpu,1709581335.2216854,1709581289.7113576,48.101735223,0.16033911741,kdd_nsl/reports/gzip_logistic/300/train/044c5951dd9e6335ca7f0fe1bb540e84/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,5495,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,044c5951dd9e6335ca7f0fe1bb540e84,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
383,04e8e28e09c5a428c41cf52f764368aa,train,deckard.base.experiment.Experiment,04e8e28e09c5a428c41cf52f764368aa,kdd_nsl,cpu,04e8e28e09c5a428c41cf52f764368aa,04e8e28e09c5a428c41cf52f764368aa,GzipLogisticRegressor,04e8e28e09c5a428c41cf52f764368aa,04e8e28e09c5a428c41cf52f764368aa,0.91,3.108489875793457,cpu,1709571574.2667148,1709571559.929759,15.185574934,0.0506185831133333,cpu,1709571559.9293685,1709571517.3170204,44.942775952,0.1498092531733333,kdd_nsl/reports/gzip_logistic/300/train/04e8e28e09c5a428c41cf52f764368aa/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,6033,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,04e8e28e09c5a428c41cf52f764368aa,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
384,08e56965202191f76b69af40e07df8ce,train,deckard.base.experiment.Experiment,08e56965202191f76b69af40e07df8ce,kdd_nsl,cpu,08e56965202191f76b69af40e07df8ce,08e56965202191f76b69af40e07df8ce,GzipLogisticRegressor,08e56965202191f76b69af40e07df8ce,08e56965202191f76b69af40e07df8ce,0.95,1.726938819885254,cpu,1709581133.1974416,1709581118.1982417,15.852970213,0.0528432340433333,cpu,1709581118.1979456,1709581072.704916,48.022209636,0.16007403212,kdd_nsl/reports/gzip_logistic/300/train/08e56965202191f76b69af40e07df8ce/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,9245,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,08e56965202191f76b69af40e07df8ce,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
385,097b72cd483d33f3ecf4811d40fcbf6b,train,deckard.base.experiment.Experiment,097b72cd483d33f3ecf4811d40fcbf6b,kdd_nsl,cpu,097b72cd483d33f3ecf4811d40fcbf6b,097b72cd483d33f3ecf4811d40fcbf6b,GzipLogisticRegressor,097b72cd483d33f3ecf4811d40fcbf6b,097b72cd483d33f3ecf4811d40fcbf6b,0.81,6.562367515563965,cpu,1709581553.0161405,1709581540.1152484,13.677360283,0.0455912009433333,cpu,1709581540.1148825,1709581501.063019,41.319513972,0.13773171324,kdd_nsl/reports/gzip_logistic/300/train/097b72cd483d33f3ecf4811d40fcbf6b/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,4463,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,097b72cd483d33f3ecf4811d40fcbf6b,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
386,0a0ec93244fb922e6904ef7db4573c83,train,deckard.base.experiment.Experiment,0a0ec93244fb922e6904ef7db4573c83,kdd_nsl,cpu,0a0ec93244fb922e6904ef7db4573c83,0a0ec93244fb922e6904ef7db4573c83,GzipLogisticRegressor,0a0ec93244fb922e6904ef7db4573c83,0a0ec93244fb922e6904ef7db4573c83,0.99,0.3453877639770508,cpu,1709571297.8098035,1709571283.2794268,15.33826275,0.0511275425,cpu,1709571283.279131,1709571240.8227143,44.704907619,0.14901635873,kdd_nsl/reports/gzip_logistic/300/train/0a0ec93244fb922e6904ef7db4573c83/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,7720,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,0a0ec93244fb922e6904ef7db4573c83,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
387,0b23a41f8189dfe724cb94d4601a93a1,train,deckard.base.experiment.Experiment,0b23a41f8189dfe724cb94d4601a93a1,kdd_nsl,cpu,0b23a41f8189dfe724cb94d4601a93a1,0b23a41f8189dfe724cb94d4601a93a1,GzipLogisticRegressor,0b23a41f8189dfe724cb94d4601a93a1,0b23a41f8189dfe724cb94d4601a93a1,0.96,1.3815510559082032,cpu,1709571507.2746754,1709571493.0796368,14.969927428,0.0498997580933333,cpu,1709571493.079174,1709571450.5265124,44.853251188,0.1495108372933333,kdd_nsl/reports/gzip_logistic/300/train/0b23a41f8189dfe724cb94d4601a93a1/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,6736,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,0b23a41f8189dfe724cb94d4601a93a1,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
388,0bd1188420bb5b7b582a062b9a1ca9db,train,deckard.base.experiment.Experiment,0bd1188420bb5b7b582a062b9a1ca9db,kdd_nsl,cpu,0bd1188420bb5b7b582a062b9a1ca9db,0bd1188420bb5b7b582a062b9a1ca9db,GzipLogisticRegressor,0bd1188420bb5b7b582a062b9a1ca9db,0bd1188420bb5b7b582a062b9a1ca9db,0.96,1.3815510559082032,cpu,1709581491.0337276,1709581475.818429,16.026760134,0.05342253378,cpu,1709581475.817793,1709581430.1623204,48.200864936,0.1606695497866666,kdd_nsl/reports/gzip_logistic/300/train/0bd1188420bb5b7b582a062b9a1ca9db/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,7380,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,0bd1188420bb5b7b582a062b9a1ca9db,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
389,0be126918fb5d9f61f39f475e7630ed6,train,deckard.base.experiment.Experiment,0be126918fb5d9f61f39f475e7630ed6,kdd_nsl,cpu,0be126918fb5d9f61f39f475e7630ed6,0be126918fb5d9f61f39f475e7630ed6,GzipLogisticRegressor,0be126918fb5d9f61f39f475e7630ed6,0be126918fb5d9f61f39f475e7630ed6,0.96,1.3815510559082032,cpu,1709571707.214636,1709571692.9719207,14.972632927,0.0499087764233333,cpu,1709571692.9714153,1709571650.5081174,44.737661849,0.1491255394966666,kdd_nsl/reports/gzip_logistic/300/train/0be126918fb5d9f61f39f475e7630ed6/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,4047,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,0be126918fb5d9f61f39f475e7630ed6,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
390,0bfae6c7eafce674322349a7fae2753a,train,deckard.base.experiment.Experiment,0bfae6c7eafce674322349a7fae2753a,kdd_nsl,cpu,0bfae6c7eafce674322349a7fae2753a,0bfae6c7eafce674322349a7fae2753a,GzipLogisticRegressor,0bfae6c7eafce674322349a7fae2753a,0bfae6c7eafce674322349a7fae2753a,0.98,0.6907755279541016,cpu,1709571372.1851048,1709571357.7664676,15.220972434,0.05073657478,cpu,1709571357.7660627,1709571314.5249002,45.5443901,0.1518146336666666,kdd_nsl/reports/gzip_logistic/300/train/0bfae6c7eafce674322349a7fae2753a/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,3588,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,0bfae6c7eafce674322349a7fae2753a,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
391,0c95918ae9cd506b87f71d937158d629,train,deckard.base.experiment.Experiment,0c95918ae9cd506b87f71d937158d629,kdd_nsl,cpu,0c95918ae9cd506b87f71d937158d629,0c95918ae9cd506b87f71d937158d629,GzipLogisticRegressor,0c95918ae9cd506b87f71d937158d629,0c95918ae9cd506b87f71d937158d629,0.94,2.0723265838623046,cpu,1709571438.576424,1709571424.2330964,15.139295275,0.0504643175833333,cpu,1709571424.2328043,1709571381.780961,44.814300822,0.14938100274,kdd_nsl/reports/gzip_logistic/300/train/0c95918ae9cd506b87f71d937158d629/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,2007,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,0c95918ae9cd506b87f71d937158d629,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
392,0f71d1fc0380bff7554c2130b35bcb9b,train,deckard.base.experiment.Experiment,0f71d1fc0380bff7554c2130b35bcb9b,kdd_nsl,cpu,0f71d1fc0380bff7554c2130b35bcb9b,0f71d1fc0380bff7554c2130b35bcb9b,GzipLogisticRegressor,0f71d1fc0380bff7554c2130b35bcb9b,0f71d1fc0380bff7554c2130b35bcb9b,0.82,6.216979751586914,cpu,1709581411.6757033,1709581398.9881015,13.447576412,0.0448252547066666,cpu,1709581398.9876926,1709581360.288704,41.002325187,0.13667441729,kdd_nsl/reports/gzip_logistic/300/train/0f71d1fc0380bff7554c2130b35bcb9b/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,3420,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,0f71d1fc0380bff7554c2130b35bcb9b,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
393,103e9aa5c7ab8df3fc875d36e965cfc5,train,deckard.base.experiment.Experiment,103e9aa5c7ab8df3fc875d36e965cfc5,kdd_nsl,cpu,103e9aa5c7ab8df3fc875d36e965cfc5,103e9aa5c7ab8df3fc875d36e965cfc5,GzipLogisticRegressor,103e9aa5c7ab8df3fc875d36e965cfc5,103e9aa5c7ab8df3fc875d36e965cfc5,0.9,3.453877639770508,cpu,1709581209.5732396,1709581194.2883737,16.110486217,0.0537016207233333,cpu,1709581194.288071,1709581148.75448,48.089466859,0.1602982228633333,kdd_nsl/reports/gzip_logistic/300/train/103e9aa5c7ab8df3fc875d36e965cfc5/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,6532,True,100,300,deckard.base.files.FileConfig,.csv,kdd_nsl,103e9aa5c7ab8df3fc875d36e965cfc5,predictions.json,reports/gzip_logistic/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,,,,,,,,,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,${data},deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
